ACCESS_label,HHLANP_label,HINCP,NRC,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,46800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,46800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,121400,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,121400,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,121400,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,31900,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,31900,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,125000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,125000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,106000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,106000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,62800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,62800,0,2
"Yes, by paying a cell phone company or Internet service provider",French,93000,0,2
"Yes, by paying a cell phone company or Internet service provider",French,93000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,0,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,67700,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,67700,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,67700,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,67700,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,67700,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,16000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,42300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42300,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,28100,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,28100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,55300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,55300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,361000,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,20590,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,68000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,18000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,52100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,52100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,52600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,52600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,58700,0,1
"Yes, without paying a cell phone company or Internet service provider",English only household,58100,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,58100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,33000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,78050,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,78050,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,5300,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,66600,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,66600,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,66600,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,77000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,160000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,160000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,160000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,15400,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,36000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,82400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,35640,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,35640,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,41400,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,41400,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,41400,1,3
"Yes, by paying a cell phone company or Internet service provider",French,116000,0,2
"Yes, by paying a cell phone company or Internet service provider",French,116000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,92000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,92000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,92000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,36800,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,36800,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,36800,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,89310,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,89310,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,144000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,144000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,144000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,34000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,0,1
"Yes, without paying a cell phone company or Internet service provider",English only household,28000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26230,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26230,0,2
"No access to the Internet at this house, apartment, or mobile home",Tagalog,35300,0,2
"No access to the Internet at this house, apartment, or mobile home",Tagalog,35300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,86100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,86100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,53800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,53800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,205000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,205000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,18450,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,18450,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,18450,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,18450,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,18450,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,13000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,3000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,85400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38900,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38900,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,54800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,54800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,94200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,94200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,45750,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,19180,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,31400,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,31400,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,28000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,28000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,89200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,89200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,51500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,51500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,91000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,91000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,91000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,91000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,110300,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,110300,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,110300,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,39900,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,39900,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,93500,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93500,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93500,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93500,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,27700,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,119500,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,119500,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,119500,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,119500,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,119500,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,190100,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,190100,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,190100,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,190100,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,190100,3,5
"Yes, by paying a cell phone company or Internet service provider",French,115200,0,2
"Yes, by paying a cell phone company or Internet service provider",French,115200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,213000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,213000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,213000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,213000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,107200,5,11
"Yes, by paying a cell phone company or Internet service provider",English only household,107200,5,11
"Yes, by paying a cell phone company or Internet service provider",English only household,107200,5,11
"Yes, by paying a cell phone company or Internet service provider",English only household,107200,5,11
"Yes, by paying a cell phone company or Internet service provider",English only household,107200,5,11
"Yes, by paying a cell phone company or Internet service provider",English only household,107200,5,11
"Yes, by paying a cell phone company or Internet service provider",English only household,107200,5,11
"Yes, by paying a cell phone company or Internet service provider",English only household,107200,5,11
"Yes, by paying a cell phone company or Internet service provider",English only household,107200,5,11
"Yes, by paying a cell phone company or Internet service provider",English only household,107200,5,11
"Yes, by paying a cell phone company or Internet service provider",English only household,107200,5,11
"Yes, by paying a cell phone company or Internet service provider",English only household,158000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,158000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,158000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,158000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,67500,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,67500,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,67500,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,67500,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,103500,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,103500,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,103500,0,3
"Yes, without paying a cell phone company or Internet service provider",English only household,32200,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,32200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,80300,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,80300,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,80300,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,80300,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,36000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,36000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,36000,1,3
"No access to the Internet at this house, apartment, or mobile home",English only household,49370,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,49370,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30900,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30900,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,15900,0,1
"Yes, without paying a cell phone company or Internet service provider",English only household,42400,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,54000,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,16000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,24600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,24600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,9500,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,77600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,186000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,186000,0,2
"Yes, by paying a cell phone company or Internet service provider",French,49000,0,2
"Yes, by paying a cell phone company or Internet service provider",French,49000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,94300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,94300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34000,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,20900,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,44600,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,37230,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,37230,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,53000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,83100,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,28600,0,1
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,4,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,4,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,4,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,4,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,4,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,4,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,4,7
"Yes, by paying a cell phone company or Internet service provider",English only household,382000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,382000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,382000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,382000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,382000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,151200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,151200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,151200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,151200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,131000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,82300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,280500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,280500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,18000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,18000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,22000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,81600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,81600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,135000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,135000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,28500,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,9520,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,9520,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,98600,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,98600,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,98600,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,98600,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,98600,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,67270,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,67270,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,67270,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,35104,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,49000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,48800,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,132000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,132000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,132000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,132000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,132000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,115700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,115700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,115700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,115700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,1,2
"Yes, by paying a cell phone company or Internet service provider",Spanish,87000,1,2
"Yes, by paying a cell phone company or Internet service provider",Spanish,87000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,55900,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,5,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,5,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,5,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,5,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,5,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,5,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,5,7
"Yes, by paying a cell phone company or Internet service provider",English only household,38700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,192000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,192000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,192000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,134800,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,28000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,32000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,27200,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,27200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,124000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,124000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,67000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,67000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,92400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,92400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,31800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,31800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,168500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,168500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,168500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,168500,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,12700,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,47600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,47600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,128230,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,128230,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,31600,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,36790,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,36790,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,28000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,28000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,115000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,115000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,62200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,62200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,24500,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,83000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,83000,0,2
"Yes, by paying a cell phone company or Internet service provider",French,12000,0,2
"Yes, by paying a cell phone company or Internet service provider",French,12000,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,7300,0,1
"Yes, by paying a cell phone company or Internet service provider",Spanish,92000,0,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,92000,0,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,92000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,84000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,84000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,84000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,84000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,35300,0,1
"Yes, by paying a cell phone company or Internet service provider",French,128180,0,3
"Yes, by paying a cell phone company or Internet service provider",French,128180,0,3
"Yes, by paying a cell phone company or Internet service provider",French,128180,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,15600,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,2700,0,1
"Yes, by paying a cell phone company or Internet service provider",French,109800,0,2
"Yes, by paying a cell phone company or Internet service provider",French,109800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,192000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,192000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,12000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,12000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,12000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,147600,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,147600,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,147600,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,147600,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,147600,3,5
"No access to the Internet at this house, apartment, or mobile home",English only household,31800,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,31800,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,80000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,80000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,44500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,44500,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,53500,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,55500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,55500,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,25200,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,69700,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,69700,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,69700,1,3
"Yes, without paying a cell phone company or Internet service provider",English only household,25200,0,3
"Yes, without paying a cell phone company or Internet service provider",English only household,25200,0,3
"Yes, without paying a cell phone company or Internet service provider",English only household,25200,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,143500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,143500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,143500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,143500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,122000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,122000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,61400,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,61400,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,61400,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,156000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,156000,0,2
